Date,Available Bytes(kb),Committed Bytes(kb),Cache Bytes(kb),Buffer Bytes(kb),Swap Available Bytes(kb),% Processor Time,Connections Established,Connection Failures,Connections Reset,Segments/sec,Segments Retransmitted/sec,Install Dir Free Space,% Disk Time,Avg. Disk Queue Length,Avg. Disk Bytes/Transfer(kb),Avg Load 1 min,Avg Load 5 min,Avg Load 15 min,Handle Count,% Idle Time,% IO Wait Time
2018-12-08 21:40:00,1414479,5320925,144949,-1,-1,0,16,11,1738,0,0,-1,0,0,0,0.00,0.06,0.13,30161,94,-1
2018-12-08 21:41:00,1414635,5322866,145375,-1,-1,0,16,11,1738,0,0,-1,0,0,5,0.00,0.05,0.13,30162,89,-1
2018-12-08 21:42:00,1414868,5321408,145641,-1,-1,0,18,11,1738,0,0,-1,0,0,0,0.40,0.13,0.14,30247,93,-1
2018-12-08 21:43:00,1415229,5321699,144531,-1,-1,0,18,11,1738,0,0,-1,0,0,8,0.10,0.14,0.15,30310,90,-1
2018-12-08 21:44:00,1414877,5321433,145305,-1,-1,0,16,11,1740,0,0,-1,0,0,0,0.15,0.13,0.15,30092,97,-1
2018-12-08 21:45:00,1412780,5323988,145457,-1,-1,0,16,11,1740,0,0,-1,0,0,0,0.10,0.15,0.14,30145,90,-1
2018-12-08 21:46:00,1413750,5321674,145473,-1,-1,16,16,11,1740,1,1,-1,22,0,30,0.30,0.21,0.15,30188,95,-1
2018-12-08 21:47:00,1413103,5323149,145903,-1,-1,1,18,11,1740,0,0,-1,0,0,0,0.10,0.15,0.12,30240,92,-1
2018-12-08 21:48:00,1413382,5322563,146132,-1,-1,0,18,11,1740,0,0,-1,0,0,0,0.15,0.16,0.12,30290,97,-1
2018-12-08 21:49:00,1413652,5320364,146350,-1,-1,0,16,11,1740,0,0,-1,0,0,0,0.10,0.15,0.11,30102,92,-1
2018-12-08 21:50:00,1413447,5322678,146255,-1,-1,0,16,11,1740,0,0,-1,0,0,0,0.30,0.19,0.13,30153,97,-1
2018-12-08 21:51:00,1415323,5320990,144924,-1,-1,1,16,11,1740,0,0,-1,0,0,0,0.10,0.15,0.14,30183,98,-1
2018-12-08 21:52:00,1415979,5321863,144961,-1,-1,75,18,11,1740,76,0,-1,15,0,7,0.05,0.14,0.14,30231,94,-1
2018-12-08 21:53:00,1410514,5328883,144388,-1,-1,0,18,11,1740,75,0,-1,0,0,4,0.15,0.14,0.15,30237,98,-1
2018-12-08 21:54:00,1410383,5332598,144588,-1,-1,76,15,11,1743,71,0,-1,12,0,8,0.05,0.13,0.14,30042,98,-1
2018-12-08 21:55:00,1403486,5332529,144826,-1,-1,1,15,11,1743,74,0,-1,0,0,0,0.85,0.24,0.19,30060,98,-1
2018-12-08 21:56:00,1397358,5340590,145584,-1,-1,0,16,11,1743,47,0,-1,0,0,0,0.20,0.26,0.21,30120,96,-1
2018-12-08 21:57:00,1407832,5331525,145354,-1,-1,82,17,11,1743,17,0,-1,16,0,9,0.00,0.25,0.18,30179,96,-1
2018-12-08 21:58:00,1414836,5319622,145498,-1,-1,0,19,11,1743,11,0,-1,0,0,0,0.40,0.30,0.20,30226,95,-1
2018-12-08 21:59:00,1411485,5324476,145825,-1,-1,2,17,11,1745,11,0,-1,0,0,4,0.15,0.32,0.20,30190,92,-1
2018-12-08 22:00:00,1410981,5325066,145612,-1,-1,0,20,11,1745,21,0,-1,0,0,0,0.35,0.22,0.22,30952,73,-1
2018-12-08 22:01:00,1410387,5326807,144789,-1,-1,7,19,11,1746,7,0,-1,0,0,8,0.25,0.23,0.21,30618,96,-1
2018-12-08 22:02:01,1409810,5328723,145629,-1,-1,4,17,11,1746,13,0,-1,1,0,12,0.10,0.25,0.21,30284,87,-1
2018-12-08 22:03:00,1412354,5327343,145178,-1,-1,0,20,11,1746,21,0,-1,0,0,31,0.15,0.20,0.21,30455,94,-1
2018-12-08 22:04:00,1410969,5329051,144658,-1,-1,16,20,11,1746,27,0,-1,0,0,4,0.05,0.18,0.21,30239,90,-1
2018-12-08 22:05:00,1412096,5325197,145235,-1,-1,0,17,11,1748,0,0,-1,0,0,0,0.15,0.14,0.20,30235,91,-1
2018-12-08 22:06:00,1412689,5322960,145653,-1,-1,0,17,11,1748,0,0,-1,0,0,0,0.10,0.11,0.20,30472,92,-1
2018-12-08 22:07:00,1411907,5323972,145911,-1,-1,0,19,11,1748,0,0,-1,0,0,0,0.15,0.12,0.21,30338,92,-1
2018-12-08 22:08:00,1413578,5324144,146522,-1,-1,89,19,11,1748,13,0,-1,12,0,9,0.10,0.11,0.20,30271,97,-1
2018-12-08 22:09:00,1411948,5323968,146354,-1,-1,1,18,11,1749,0,0,-1,0,0,0,0.10,0.12,0.21,30083,96,-1
2018-12-08 22:10:00,1411096,5324124,146530,-1,-1,0,17,11,1749,0,0,-1,0,0,0,0.45,0.18,0.18,30075,91,-1
2018-12-08 22:11:00,1409507,5326311,146763,-1,-1,0,16,11,1750,0,0,-1,0,0,0,0.25,0.21,0.18,30077,92,-1
2018-12-08 22:12:00,1409429,5326213,146706,-1,-1,0,18,11,1750,0,0,-1,0,0,0,0.35,0.25,0.21,30167,96,-1
2018-12-08 22:13:00,1409286,5326286,146153,-1,-1,0,19,11,1750,0,0,-1,0,0,4,0.05,0.24,0.18,30234,91,-1
2018-12-08 22:14:00,1413586,5324541,145670,-1,-1,74,16,11,1752,12,0,-1,11,0,8,0.00,0.22,0.17,30044,97,-1
2018-12-08 22:15:00,1412308,5324845,145035,-1,-1,0,16,11,1752,0,0,-1,0,0,0,0.15,0.16,0.16,30091,96,-1
2018-12-08 22:16:00,1411514,5324050,145465,-1,-1,0,16,11,1752,0,0,-1,0,0,4,0.10,0.13,0.15,30337,92,-1
2018-12-08 22:17:00,1411379,5324111,145694,-1,-1,0,18,11,1752,0,0,-1,0,0,8,0.10,0.08,0.15,30202,92,-1
2018-12-08 22:18:00,1410756,5324431,146477,-1,-1,1,18,11,1752,0,0,-1,0,0,0,0.10,0.09,0.15,30233,90,-1
2018-12-08 22:19:00,1410781,5324197,146411,-1,-1,3,16,11,1754,0,0,-1,0,0,6,0.55,0.20,0.18,30856,77,-1
2018-12-08 22:20:00,765177,6009659,128389,-1,-1,100,20,11,1754,0,0,-1,0,0,0,16.10,3.39,1.24,30910,86,-1
2018-12-08 22:21:00,1209450,5599207,122761,-1,-1,100,17,11,1756,0,0,-1,0,0,6,10.50,5.47,1.94,30690,94,-1
2018-12-08 22:22:00,1313726,5463756,122064,-1,-1,0,18,11,1757,27,0,-1,93,0,22,16.20,8.69,3.01,30585,0,-1
2018-12-08 22:23:00,880246,5901729,122339,-1,-1,100,18,11,1757,114,0,-1,100,1,28,16.30,11.93,4.09,30571,94,-1
2018-12-08 22:24:00,1311973,5472317,121696,-1,-1,3,16,11,1758,77,0,-1,100,1,21,10.40,13.90,4.77,30636,0,-1
2018-12-08 22:25:00,893243,5887868,121688,-1,-1,100,15,11,1758,117,0,-1,0,0,0,25.55,15.79,6.45,30607,83,-1
2018-12-08 22:26:00,1292165,5484462,121856,-1,-1,0,16,11,1758,51,0,-1,96,0,15,0.10,13.71,6.44,30823,76,-1
2018-12-08 22:27:00,1293516,5484908,120852,-1,-1,1,15,11,1759,76,0,-1,97,0,15,0.25,10.52,6.43,30655,57,-1
2018-12-08 22:28:00,1537605,5230583,119574,-1,-1,0,19,11,1759,21,0,-1,0,0,10,0.05,7.27,6.43,30385,96,-1
2018-12-08 22:29:00,1542471,5228773,119635,-1,-1,6,16,11,1759,11,0,-1,2,0,5,0.10,5.21,6.44,30312,98,-1
2018-12-08 22:30:00,1540583,5231611,119947,-1,-1,85,18,11,1759,7,0,-1,46,0,15,0.00,0.10,6.43,30417,89,-1
2018-12-08 22:31:00,1541369,5229944,119623,-1,-1,1,19,11,1759,11,0,-1,0,0,4,0.15,0.11,6.43,30501,95,-1
2018-12-08 22:32:00,1543544,5229215,119066,-1,-1,74,16,11,1761,3,0,-1,45,0,14,0.15,0.09,6.43,30534,89,-1
2018-12-08 22:33:00,1542905,5230772,118591,-1,-1,69,19,11,1761,3,0,-1,22,0,17,0.25,0.13,6.44,30817,89,-1
2018-12-08 22:34:00,1540739,5235048,118403,-1,-1,3,18,11,1761,13,0,-1,0,0,7,0.10,0.13,6.41,30417,89,-1
2018-12-08 22:35:00,1540820,5234716,118329,-1,-1,1,17,11,1764,0,0,-1,0,0,7,0.05,0.14,5.34,30438,97,-1
2018-12-08 22:36:00,1543192,5232336,117526,-1,-1,0,16,11,1765,0,0,-1,0,0,5,0.15,0.14,4.65,30440,98,-1
2018-12-08 22:37:00,1542377,5233102,117719,-1,-1,0,18,11,1765,0,0,-1,0,0,13,0.15,0.14,3.58,30500,97,-1
2018-12-08 22:38:00,1539358,5235052,117276,-1,-1,80,18,11,1765,12,0,-1,13,0,8,0.05,0.10,2.50,30522,89,-1
2018-12-08 22:39:00,1542819,5231038,118128,-1,-1,0,17,11,1767,0,0,-1,0,0,6,0.25,0.13,1.82,30315,90,-1
2018-12-08 22:40:00,1535954,5237407,118517,-1,-1,75,16,11,1767,11,0,-1,19,0,7,0.05,0.13,0.12,30295,93,-1
2018-12-08 22:41:00,1542090,5232230,117608,-1,-1,79,17,11,1767,8,0,-1,12,0,8,0.00,0.10,0.12,30335,97,-1
2018-12-08 22:42:00,1542594,5230944,118546,-1,-1,0,18,11,1767,0,0,-1,0,0,0,0.15,0.10,0.11,30388,97,-1
2018-12-08 22:43:00,1542119,5230313,119021,-1,-1,0,19,11,1767,0,0,-1,0,0,10,0.20,0.13,0.12,30637,96,-1
2018-12-08 22:44:00,1543688,5230718,118706,-1,-1,1,16,11,1767,0,0,-1,0,0,5,0.15,0.11,0.12,30283,96,-1
2018-12-08 22:45:00,1543299,5230641,119164,-1,-1,0,18,11,1767,0,0,-1,0,0,0,0.10,0.12,0.13,30323,90,-1
2018-12-08 22:46:00,1540472,5231812,119767,-1,-1,86,17,11,1769,8,0,-1,17,0,9,0.05,0.13,0.12,30351,89,-1
2018-12-08 22:47:00,1541279,5232414,119590,-1,-1,0,18,11,1769,0,0,-1,0,0,4,0.10,0.12,0.12,30423,91,-1
2018-12-08 22:48:00,1541521,5230796,119095,-1,-1,0,18,11,1769,0,0,-1,0,0,0,0.15,0.11,0.11,30498,95,-1
2018-12-08 22:49:00,1541705,5230796,118611,-1,-1,74,16,11,1771,12,0,-1,12,0,9,0.10,0.10,0.11,30261,91,-1
2018-12-08 22:50:00,1542144,5231595,118497,-1,-1,1,16,11,1771,0,0,-1,0,0,0,0.10,0.10,0.12,30541,83,-1
2018-12-08 22:51:00,1540718,5232697,118722,-1,-1,0,16,11,1771,0,0,-1,0,0,0,0.25,0.14,0.12,30346,92,-1
2018-12-08 22:52:00,1543409,5232574,116178,-1,-1,77,18,11,1771,12,0,-1,13,0,8,0.05,0.13,0.12,30407,96,-1
2018-12-08 22:53:00,1535184,5232066,124555,-1,-1,0,18,11,1771,0,0,-1,0,0,0,0.10,0.12,0.12,30678,98,-1
2018-12-08 22:54:00,1535836,5232435,124747,-1,-1,0,16,11,1773,0,0,-1,0,0,0,0.25,0.15,0.12,30260,98,-1
2018-12-08 22:55:00,1536196,5231775,125698,-1,-1,0,16,11,1773,0,0,-1,0,0,4,0.10,0.15,0.12,30316,96,-1
2018-12-08 22:56:00,1534074,5234667,124854,-1,-1,1,17,11,1773,0,0,-1,0,0,4,0.15,0.13,0.13,30396,98,-1
2018-12-08 22:57:00,1531928,5235359,125165,-1,-1,0,19,11,1773,82,0,-1,1,0,4,0.15,0.15,0.13,30470,98,-1
2018-12-08 22:58:00,1527390,5241925,125538,-1,-1,16,17,11,1773,72,0,-1,4,0,7,0.15,0.16,0.13,30430,98,-1
2018-12-08 22:59:00,1526689,5244354,124542,-1,-1,0,16,11,1774,78,0,-1,0,0,0,0.10,0.13,0.13,30255,98,-1
2018-12-08 23:00:00,1522155,5244600,125153,-1,-1,0,16,11,1774,75,0,-1,0,0,4,0.60,0.23,0.16,30532,97,-1
2018-12-08 23:01:00,1516011,5252644,125329,-1,-1,0,16,11,1775,27,0,-1,1,0,5,0.45,0.29,0.19,31308,99,-1
2018-12-08 23:02:00,1523732,5251624,117149,-1,-1,0,21,11,1775,21,0,-1,0,0,0,0.15,0.29,0.19,30563,86,-1
2018-12-08 23:03:00,1541226,5238870,115142,-1,-1,4,21,11,1775,11,0,-1,1,0,7,0.10,0.28,0.19,30480,97,-1
2018-12-08 23:04:00,1540018,5238407,115290,-1,-1,7,17,11,1775,19,0,-1,1,0,10,0.25,0.31,0.20,30381,87,-1
2018-12-08 23:05:00,1540378,5237981,114962,-1,-1,13,19,11,1775,19,0,-1,2,0,8,0.05,0.20,0.19,30511,98,-1
2018-12-08 23:06:00,1539280,5238579,115638,-1,-1,1,19,11,1775,19,0,-1,0,0,4,0.05,0.12,0.18,30544,97,-1
2018-12-08 23:07:00,1538428,5238951,116387,-1,-1,0,17,11,1777,21,0,-1,0,0,0,0.15,0.12,0.19,30836,83,-1
2018-12-08 23:08:00,1537765,5239152,116494,-1,-1,3,19,11,1777,11,0,-1,0,0,0,0.15,0.13,0.19,30636,89,-1
2018-12-08 23:09:00,1540112,5237936,116195,-1,-1,0,17,11,1777,0,0,-1,0,0,0,0.10,0.10,0.18,30271,90,-1
2018-12-08 23:10:00,1539006,5238464,116781,-1,-1,0,17,11,1777,0,0,-1,0,0,5,0.20,0.13,0.19,30338,92,-1
2018-12-08 23:11:00,1538109,5238517,117006,-1,-1,0,16,11,1778,0,0,-1,0,0,0,0.15,0.15,0.19,30358,92,-1
2018-12-08 23:12:00,1535983,5241503,115986,-1,-1,84,18,11,1778,43,0,-1,13,0,9,0.20,0.16,0.19,30444,95,-1
2018-12-08 23:13:00,1540026,5237121,116383,-1,-1,0,18,11,1778,0,0,-1,0,0,0,0.10,0.15,0.19,30468,93,-1
2018-12-08 23:14:00,1539432,5237506,117157,-1,-1,0,16,11,1780,0,0,-1,0,0,0,0.00,0.13,0.18,30224,91,-1
2018-12-08 23:15:00,1530294,5249429,117366,-1,-1,0,16,11,1780,0,0,-1,0,0,0,0.10,0.11,0.15,30283,97,-1
2018-12-08 23:16:00,1530462,5246222,117616,-1,-1,0,16,11,1780,0,0,-1,0,0,0,0.10,0.10,0.12,30316,96,-1
2018-12-08 23:17:00,1530769,5246046,117850,-1,-1,0,18,11,1780,0,0,-1,0,0,0,0.05,0.07,0.12,30573,97,-1
2018-12-08 23:18:00,1532026,5244407,117325,-1,-1,0,18,11,1780,0,0,-1,0,0,0,0.05,0.06,0.11,30410,91,-1
2018-12-08 23:19:00,1531629,5244067,117288,-1,-1,0,16,11,1780,0,0,-1,0,0,8,0.25,0.11,0.11,30185,93,-1
2018-12-08 23:20:00,1531187,5243658,117334,-1,-1,1,16,11,1780,0,0,-1,0,0,0,0.15,0.12,0.12,30229,98,-1
2018-12-08 23:21:00,1531289,5243760,117014,-1,-1,0,16,11,1780,0,0,-1,0,0,0,0.10,0.12,0.12,30270,98,-1
2018-12-08 23:22:00,1529413,5247197,117018,-1,-1,0,18,11,1780,0,0,-1,0,0,0,0.15,0.14,0.12,30348,86,-1
2018-12-08 23:23:00,1532592,5244112,116170,-1,-1,0,18,11,1780,0,0,-1,0,0,4,0.20,0.17,0.13,30400,98,-1
2018-12-08 23:24:00,1532424,5244772,116412,-1,-1,0,16,11,1782,0,0,-1,0,0,0,0.10,0.14,0.13,30361,97,-1
2018-12-08 23:25:00,1532108,5244809,116322,-1,-1,0,16,11,1782,0,0,-1,0,0,17,0.15,0.14,0.12,30106,91,-1
2018-12-08 23:26:00,1531293,5244129,116838,-1,-1,0,16,11,1782,0,0,-1,0,0,0,0.10,0.14,0.12,30103,98,-1
2018-12-08 23:27:00,1531305,5244637,117063,-1,-1,0,18,11,1782,0,0,-1,0,0,0,0.30,0.17,0.13,30176,92,-1
2018-12-08 23:28:00,1531936,5243715,116506,-1,-1,1,19,11,1782,0,0,-1,0,0,6,0.10,0.15,0.13,30245,98,-1
2018-12-08 23:29:00,1515282,5242236,108724,-1,-1,30,17,11,1784,0,0,-1,26,0,12,0.15,0.16,0.14,30297,61,-1
2018-12-08 23:30:00,1659387,5253644,55320,-1,-1,92,16,11,1784,13,0,-1,12,0,10,0.25,0.18,0.15,30376,47,-1
2018-12-08 23:31:00,1645891,5257883,61104,-1,-1,52,16,11,1784,0,0,-1,0,0,0,0.10,0.18,0.15,30585,83,-1
2018-12-08 23:32:00,1663561,5251002,58179,-1,-1,86,18,11,1784,175,0,-1,15,0,10,0.00,0.12,0.14,30404,97,-1
2018-12-08 23:33:00,1662296,5254631,58789,-1,-1,0,17,11,1784,77,0,-1,0,0,0,0.10,0.12,0.15,30537,98,-1
2018-12-08 23:34:01,1659674,5259862,58671,-1,-1,0,18,11,1785,81,0,-1,0,0,6,0.15,0.12,0.14,30358,98,-1
2018-12-08 23:35:00,1654353,5265534,58294,-1,-1,0,15,11,1787,78,0,-1,0,0,0,0.10,0.09,0.14,30340,98,-1
2018-12-08 23:36:00,1652113,5266669,58626,-1,-1,7,15,11,1787,36,0,-1,0,0,8,0.10,0.09,0.14,30154,95,-1
2018-12-08 23:37:00,1677758,5236203,57774,-1,-1,6,16,11,1787,19,0,-1,0,0,16,0.20,0.13,0.14,30247,94,-1
2018-12-08 23:38:00,1672359,5239906,58650,-1,-1,85,19,11,1787,26,0,-1,13,0,9,0.20,0.15,0.14,30617,93,-1
2018-12-08 23:39:00,1669689,5245005,57909,-1,-1,6,19,11,1787,19,0,-1,0,0,10,0.15,0.15,0.14,30402,97,-1
2018-12-08 23:40:00,1669046,5241757,58433,-1,-1,4,19,11,1788,21,0,-1,0,0,0,0.15,0.16,0.14,30323,98,-1
2018-12-08 23:41:00,1667502,5241835,59314,-1,-1,6,17,11,1788,7,0,-1,0,0,10,0.20,0.18,0.15,30583,90,-1
2018-12-08 23:42:00,1667502,5241053,59310,-1,-1,1,16,11,1790,27,0,-1,0,0,0,0.20,0.18,0.14,30476,96,-1
2018-12-08 23:43:00,1665105,5242114,59723,-1,-1,7,18,11,1790,13,0,-1,0,0,6,0.15,0.17,0.15,30543,98,-1
2018-12-08 23:44:00,1664331,5242490,60379,-1,-1,6,17,11,1790,13,0,-1,0,0,10,0.10,0.16,0.14,30294,97,-1
2018-12-08 23:45:00,1665011,5241954,60551,-1,-1,0,16,11,1792,0,0,-1,0,0,0,0.10,0.15,0.13,30363,96,-1
2018-12-08 23:46:00,1663741,5240475,61607,-1,-1,0,16,11,1792,0,0,-1,0,0,0,0.00,0.11,0.13,30396,98,-1
2018-12-08 23:47:00,1661657,5245366,61181,-1,-1,1,18,11,1792,0,0,-1,0,0,4,0.10,0.09,0.13,30816,89,-1
2018-12-08 23:48:00,1659441,5245087,60731,-1,-1,2,18,11,1792,0,0,-1,0,0,9,0.20,0.10,0.14,30903,97,-1
2018-12-08 23:49:00,1660796,5244563,61206,-1,-1,0,16,11,1794,0,0,-1,0,0,9,0.10,0.10,0.14,30244,93,-1
2018-12-08 23:50:00,1661091,5240225,61689,-1,-1,0,16,11,1794,0,0,-1,0,0,8,0.15,0.11,0.14,30274,96,-1
2018-12-08 23:51:00,1660391,5240619,62021,-1,-1,0,16,11,1794,0,0,-1,0,0,0,0.10,0.13,0.14,30522,92,-1
2018-12-08 23:52:00,1660219,5241651,61763,-1,-1,0,18,11,1794,0,0,-1,0,0,0,0.10,0.13,0.13,30411,96,-1
2018-12-08 23:53:00,1657991,5242437,62660,-1,-1,0,16,11,1794,0,0,-1,0,0,0,0.15,0.12,0.13,30455,92,-1
2018-12-08 23:54:00,1660469,5240737,62369,-1,-1,0,17,11,1794,0,0,-1,0,0,8,0.10,0.12,0.13,30245,98,-1
2018-12-08 23:55:00,1656913,5242331,62959,-1,-1,0,16,11,1794,0,0,-1,0,0,5,0.10,0.11,0.12,30243,91,-1
2018-12-08 23:56:00,1653551,5249134,63320,-1,-1,0,17,11,1794,0,0,-1,0,0,4,0.25,0.14,0.13,30323,94,-1
2018-12-08 23:57:00,1649270,5248225,64262,-1,-1,0,20,11,1794,0,0,-1,0,0,23,0.30,0.18,0.13,30391,91,-1
2018-12-08 23:58:00,1649246,5248917,64364,-1,-1,1,20,11,1794,0,0,-1,0,0,0,0.15,0.18,0.13,30629,85,-1
2018-12-08 23:59:00,1648939,5249527,63840,-1,-1,0,17,11,1796,0,0,-1,0,0,0,0.10,0.18,0.13,30267,91,-1
